1834;1902;1340;1348;37
1999;2067;1340;1347;37
2328;2395;1369;1395;44
1834;1901;1372;1395;44
2173;2238;1374;1399;44
1988;2049;1375;1399;44
2586;2653;1375;1400;44
2766;2829;1377;1404;44
2942;2999;1377;1402;44
2558;2568;1388;1399;27
1577;1645;1398;1406;37
1411;1478;1399;1407;37
1248;1316;1400;1407;37
1081;1149;1401;1407;37
831;897;1413;1421;37
664;734;1415;1423;37
499;567;1417;1425;37
335;403;1418;1426;37
2164;2216;1422;1442;37
1081;1134;1427;1450;4
2802;2854;1429;1451;9
1256;1304;1432;1451;4
1413;1464;1432;1450;4
1570;1637;1432;1456;54
2328;2396;1445;1471;44
1822;1885;1447;1470;44
2180;2243;1447;1469;44
2008;2074;1450;1473;44
2943;3003;1452;1477;44
2586;2654;1453;1476;44
1795;1808;1455;1469;27
2769;2838;1456;1480;44
2562;2573;1465;1477;27
1081;1150;1510;1534;54
1265;1332;1512;1535;54
1409;1471;1512;1535;54
2190;2199;1517;1541;67
2328;2396;1518;1541;44
1860;1870;1520;1543;67
2026;2034;1521;1543;44
2586;2654;1528;1552;44
2924;2971;1529;1547;4
2769;2837;1531;1556;44
855;919;1534;1560;45
655;717;1537;1577;45
515;582;1541;1578;45
332;395;1543;1583;45
2560;2570;1543;1551;27
2352;2406;1568;1584;9
1567;1629;1571;1594;54
2325;2388;1592;1619;44
855;915;1595;1618;44
653;716;1597;1622;44
516;582;1600;1626;44
3083;3152;1602;1608;37
2918;2987;1603;1610;37
336;403;1604;1628;44
2587;2655;1604;1612;37
2753;2822;1605;1612;37
2919;2969;1612;1629;9
2801;2854;1614;1628;9
307;321;1621;1638;27
1276;1339;1632;1656;44
1408;1470;1632;1655;44
2944;3003;1633;1659;44
1093;1158;1635;1659;44
2548;2558;1644;1656;27
2328;2396;1665;1674;37
2163;2232;1666;1676;37
1999;2068;1667;1675;37
1835;1902;1669;1677;37
835;883;1680;1700;4
2345;2396;1680;1696;9
678;722;1684;1702;4
507;556;1687;1708;4
343;390;1689;1707;4
2006;2054;1694;1716;4
2582;2647;1695;1736;46
2770;2838;1697;1732;46
2170;2219;1699;1718;4
1840;1888;1700;1719;4
1577;1646;1708;1716;37
1081;1149;1709;1717;37
1250;1317;1710;1716;37
1412;1479;1710;1716;37
2554;2565;1713;1720;27
1412;1478;1741;1765;54
1281;1347;1742;1765;54
2943;3000;1742;1769;44
2583;2647;1743;1768;44
2769;2837;1744;1768;44
1588;1653;1745;1768;54
2553;2562;1756;1764;27
830;897;1772;1779;37
664;734;1773;1781;37
2011;2074;1773;1799;44
499;567;1774;1783;37
336;404;1776;1783;37
2173;2240;1776;1799;44
1846;1910;1777;1800;44
530;582;1786;1808;9
2345;2410;1805;1828;45
2581;2646;1816;1840;44
2943;2998;1817;1842;44
2770;2837;1820;1844;44
2164;2217;1828;1843;9
2552;2562;1833;1843;27
1281;1365;1849;1875;54
1423;1485;1849;1873;54
1589;1653;1850;1874;54
2180;2247;1859;1883;44
2322;2382;1859;1884;44
1846;1910;1862;1888;44
2012;2074;1862;1887;44
2754;2805;1889;1909;4
2943;2999;1890;1916;44
2586;2639;1891;1910;4
1107;1172;1913;1937;44
2297;2349;1915;1930;9
854;914;1923;1948;44
674;742;1927;1951;44
496;566;1930;1954;44
352;419;1934;1957;44
2173;2238;1935;1961;44
2314;2381;1935;1960;44
1845;1909;1936;1961;44
2010;2074;1937;1960;44
3086;3154;1963;1970;37
2587;2656;1965;1974;37
2753;2823;1965;1973;37
2919;2987;1965;1972;37
1411;1478;1988;1997;37
1577;1645;1989;1996;37
1080;1150;1990;1998;37
1248;1316;1990;1997;37
2599;2664;1995;2018;44
2770;2838;1995;2019;44
2329;2397;2008;2016;37
1999;2066;2009;2018;37
2164;2234;2009;2017;37
1834;1902;2010;2018;37
2567;2576;2012;2019;27
499;568;2016;2025;37
829;897;2016;2022;37
665;734;2017;2024;37
337;404;2019;2025;37
1590;1653;2020;2046;44
1113;1182;2023;2046;44
1281;1364;2023;2047;44
1427;1492;2023;2046;44
531;582;2028;2048;9
1080;1094;2028;2047;27
843;904;2053;2077;54
673;739;2054;2078;54
353;416;2056;2080;54
500;566;2057;2081;54
2909;2970;2057;2093;46
1256;1304;2096;2117;4
1866;1918;2096;2117;9
1591;1653;2097;2123;44
1085;1134;2098;2115;4
1419;1467;2098;2117;4
2770;2838;2101;2125;44
2909;2971;2101;2124;44
2599;2663;2102;2125;44
2576;2583;2115;2123;27
2165;2232;2116;2140;45
2013;2074;2118;2154;45
1835;1901;2120;2156;45
2809;2860;2150;2170;9
841;905;2170;2197;44
675;739;2172;2197;44
1107;1116;2173;2196;67
1438;1446;2173;2195;67
494;558;2174;2200;44
362;420;2175;2200;44
1275;1284;2175;2197;67
1589;1654;2175;2200;44
2602;2665;2176;2200;44
2783;2846;2176;2200;44
2909;2971;2177;2202;44
327;341;2179;2195;27
2165;2232;2179;2203;54
2012;2074;2180;2204;44
1845;1894;2182;2206;44
2574;2583;2188;2198;27
1851;1917;2253;2277;44
2306;2371;2253;2278;44
674;720;2254;2275;4
831;897;2254;2278;44
346;388;2256;2272;4
508;552;2256;2274;4
1578;1646;2256;2281;44
1996;2059;2257;2281;44
2603;2665;2258;2284;44
2784;2846;2258;2283;44
2922;2973;2258;2276;4
2576;2584;2275;2286;27
3088;3156;2326;2333;37
2590;2658;2328;2336;37
2756;2826;2329;2335;37
2921;2990;2329;2335;37
2331;2398;2331;2339;37
2002;2067;2333;2340;37
830;898;2334;2340;37
1081;1150;2334;2341;37
1249;1316;2334;2341;37
1578;1647;2334;2340;37
2166;2234;2334;2340;37
666;734;2335;2341;37
1412;1478;2335;2340;37
1836;1903;2335;2341;37
337;404;2337;2344;37
500;568;2337;2343;37
2915;2981;376;399;55
2582;2649;378;402;55
2745;2811;378;402;55
2320;2386;379;404;49
2915;2927;405;412;26
2589;2596;406;413;26
2789;2796;406;414;26
2366;2373;407;415;26
816;878;576;600;55
507;570;580;605;55
657;722;580;604;55
349;411;581;605;55
866;872;602;610;26
701;709;605;612;26
550;557;607;614;26
354;361;609;616;26
1072;1137;727;753;49
1420;1481;727;753;49
1241;1305;729;755;49
1562;1626;730;755;49
2311;2378;749;773;55
2172;2235;750;775;49
1847;1914;753;777;49
2014;2080;753;777;49
1418;1425;755;763;26
1067;1074;757;765;26
1614;1620;758;765;26
1285;1292;759;766;26
1907;1914;780;788;26
2069;2076;781;789;26
2318;2325;781;790;26
2171;2182;782;790;26
2769;2778;1062;1086;38
3098;3107;1062;1084;38
2601;2610;1065;1087;38
1841;1907;1084;1110;55
1999;2065;1085;1112;55
2171;2243;1085;1111;55
819;879;1103;1127;55
2052;2059;1113;1122;26
2169;2176;1113;1123;26
1839;1845;1116;1123;26
866;873;1129;1136;26
2942;3001;1265;1292;50
2939;2947;1297;1305;26
3100;3110;1410;1434;38
852;913;1447;1471;49
656;717;1449;1472;49
515;581;1451;1476;49
329;395;1452;1476;49
705;712;1474;1482;26
853;860;1475;1483;26
569;577;1478;1486;26
376;387;1480;1488;26
2575;2645;1635;1672;50
2770;2837;1635;1673;50
2624;2631;1662;1671;26
2827;2834;1662;1671;26
2317;2380;1701;1725;49
2367;2374;1726;1734;26
1097;1166;1741;1766;55
1153;1160;1767;1776;26
3101;3111;1773;1795;38
854;913;1806;1832;55
656;717;1810;1837;55
345;409;1815;1839;55
499;566;1815;1839;55
854;861;1836;1844;26
704;711;1840;1848;26
554;561;1842;1851;26
345;356;1845;1853;26
2907;2969;1997;2035;50
2957;2964;2026;2033;26
2165;2232;2038;2062;49
2304;2370;2038;2063;55
1847;1910;2039;2063;49
2010;2074;2039;2062;49
1889;1896;2065;2073;26
2053;2059;2066;2074;26
2172;2178;2070;2078;26
2299;2306;2070;2079;26
3103;3112;2129;2155;38
